"Zeit";"Einstrahlung auf die Horizontale ";"Diffusstrahlung auf die Horizontale ";"Außentemperatur ";"Netzeinspeisung ";"Netzbezug ";"Verbrauch ";"Einspeiseabregelung ";"Direkter Eigenverbrauch ";"Eigenverbrauch ";"Ladung des E-Fahrzeugs(PV-Anlage) ";"Ladung des E-Fahrzeugs(Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung ";"Entladen des E-Fahrzeugs ins Netz ";"Verluste durch Laden/Entladen ";"Ladung des E-Fahrzeugs (Gruppe 1) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 1) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 1)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 1)  ";"Verluste durch Laden/Entladen (Gruppe 1)  ";"Ladung des E-Fahrzeugs (Gruppe 2) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 2) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 2)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 2)  ";"Verluste durch Laden/Entladen (Gruppe 2)  ";"Ladung des E-Fahrzeugs (Gruppe 3) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 3) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 3)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 3)  ";"Verluste durch Laden/Entladen (Gruppe 3)  ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 1 ";"Zyklenbelastung (Elektrofahrzeug 1) ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 2 ";"Zyklenbelastung (Elektrofahrzeug 2) ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 3 ";"Zyklenbelastung (Elektrofahrzeug 3) ";"Globalstrahlung horizontal ";"Abweichung vom Standardspektrum ";"Bodenreflexion (Albedo) ";"Ausrichtung und Neigung der Modulebene ";"Abschattung ";"Reflexion an Moduloberfläche ";"Einstrahlung auf die Modul-Rückseite ";"Globalstrahlung auf Modul ";"PV Globalstrahlung ";"Bifazialität ";"Verschmutzung ";"STC Konversion (Modul-Nennwirkungsgrad) ";"PV Nennenergie ";"Schwachlichtverhalten ";"Modulspezifische Teilabschattung ";"Abweichung von der Nenn-Modultemperatur ";"Dioden ";"Mismatch (Herstellerangaben) ";"Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) ";"PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Unterschreitung der DC-Startleistung ";"Abregelung wegen MPP-Spannungsbereich ";"Abregelung wegen max. DC-Strom ";"Abregelung wegen max. DC-Leistung ";"Abregelung wegen max. AC-Leistung/cos phi ";"MPP Anpassung ";"PV-Energie (DC) ";"Energie am WR-Eingang ";"Abweichung der Eingangs- von der Nennspannung ";"DC/AC-Wandlung ";"Eigenverbrauch (Standby oder Nacht) ";"Kabelverluste Gesamt ";"PV-Energie (AC) abzgl. Standby-Verbrauch ";"Eingespeiste Energie ";
;kWh/m²;kWh/m²;°C;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;-;0_1;-;0_1;-;0_1;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;

21.02. 13:00;0,21277;0,18756;10,4;0;410,67;724,48;0;313,81;313,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53739;0,006667;0,53739;0,006667;0,51285;0,006242;0,21277;-0,0021277;0,0020532;-0,0093926;-0,0025471;-0,011979;0;0,18878;1681,6;0;0;-1344,2;337,4;-8,2147;-7,4727;10,601;-0,13021;-6,6437;-3,542;0;322;0;0;0;0;0;-0,3602;321,64;321,64;-0,89358;-6,9368;0;0;313,81;313,81;
21.02. 14:00;0,18219;0,16102;11,04;0;497,49;761,14;0;263,65;263,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53736;0,006667;0,53736;0,006667;0,51283;0,006242;0,18219;-0,0018219;0,0017581;-0,0077139;-0,00219;-0,010933;0;0,16129;1436,7;0;0;-1148,4;288,3;-8,7395;-7,5612;8,9782;-0,080263;-5,618;-4,0603;0;271,22;0;0;0;0;0;-0,33569;270,89;270,89;-0,74601;-6,4918;0;0;263,65;263,65;
21.02. 15:00;0,09108;0,087911;10,95;0;668,97;797,54;0;128,57;128,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53734;0,006667;0,53734;0,006667;0,51281;0,006242;0,09108;-0,0009108;0,00087891;-0,0042119;-0,0012497;-0,0047202;0;0,080866;720,34;0;0;-575,82;144,52;-8,7576;-3,4698;5,4421;-0,0001347;-2,7548;-0,7268;0;134,26;0;0;0;0;0;-0,29841;133,96;133,96;-0,36084;-5,0273;0;0;128,57;128,57;
21.02. 16:00;0,05011;0,048371;10,56;0;746,56;811,6;0;65,041;65,041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,53732;0,006667;0,53732;0,006667;0,51279;0,006242;0,05011;-0,0005011;0,00048356;-0,002227;-0,00068766;-0,0028729;0;0,044305;394,66;0;0;-315,47;79,194;-7,3629;-2,126;3,2284;-7,2581E-05;-1,4587;-0,35403;0;71,121;0;0;0;0;0;-0,20061;70,92;70,92;-0,18091;-5,6978;0;0;65,041;65,041;
21.02. 17:00;0,00472;0,0046728;9,93;0;808,1;809,68;0;1,5835;1,5835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0,00472;-4,72E-05;4,5547E-05;-0,00022774;-6,6967E-05;-0,00022118;0;0,0042025;37,435;0;0;-29,925;7,5099;-2,2633;-0,16408;0,26889;-6,325E-06;-0,10703;-0,020255;0;5,2241;-0,31136;0;0;0;0;-0,017078;4,8957;4,8957;-0,0071812;-3,2412;-0,0638;0;1,5835;1,6473;
21.02. 18:00;0;0;9,93;0;755,65;755,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
21.02. 19:00;0;0;9,93;0;811,47;811,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
21.02. 20:00;0;0;9,93;0;742,75;742,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
21.02. 21:00;0;0;9,94;0;661,85;661,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
21.02. 22:00;0;0;9,94;0;600,79;600,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
21.02. 23:00;0;0;9,94;0;589,69;589,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 00:00;0;0;9,56;0;573,29;573,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 01:00;0;0;9,63;0;583,41;583,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 02:00;0;0;9,83;0;588,03;587,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 03:00;0;0;9,68;0;553,17;552,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 04:00;0;0;9,72;0;594,85;594,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 05:00;0;0;9,9;0;599,27;599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5373;0,006667;0,5373;0,006667;0,51277;0,006242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 06:00;0;0;9,9;0;705,17;704,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,28292;0,00684;0,28292;0,00684;0,26967;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 07:00;0,00067;0,0006633;9,94;0;1093,1;734,34;0;0;0;0;358,53;0;0;7,1706;0;4,7486E+08;0;0;9,4972E+06;0;4,7486E+08;0;0;9,4972E+06;0;3,4099E+08;0;0;6,8198E+06;0,42632;0,00684;0,42632;0,00684;1;0,006406;0,00067;-6,7E-06;6,4667E-06;-3,2328E-05;-9,5056E-06;-3,1397E-05;0;0,00059654;5,3138;0;0;-4,2478;1,066;-1,066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 08:00;0,00935;0,0090817;10,09;0;1022,8;764,64;0;2,5027;5,8062;3,3035;260,7;0;0;5,2801;5,9463E+06;4,6927E+08;0;0;9,5042E+06;5,9463E+06;4,6927E+08;0;0;9,5042E+06;0;0;0;0;0;0,56486;0,00684;0,56486;0,00684;0,99996;0,006406;0,00935;-9,35E-05;9,0225E-05;-0,00041441;-0,00012995;-0,00050991;0;0,0082925;73,868;0;0;-59,045;14,823;-3,3942;-0,34549;0,57644;-1,2706E-05;-0,23319;-0,04589;0;11,38;-0,052581;-0,0043938;0;0;0;-0,03803;11,285;11,285;-0,022512;-5,4466;-0,01;0;5,8062;5,8162;
22.02. 09:00;0,02469;0,024002;10,43;0;687,36;712,04;0;24,684;24,684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56484;0,00684;0,56484;0,00684;0,99992;0,006406;0,02469;-0,0002469;0,00023826;-0,0011581;-0,00034335;-0,0012474;0;0,021933;195,37;0;0;-156,18;39,196;-5,5396;-0,89462;1,6398;-3,5167E-05;-0,68804;-0,14457;0;33,569;0;0;0;0;0;-0,10653;33,463;33,463;-0,072874;-8,7057;0;0;24,684;24,684;
22.02. 10:00;0,03977;0,038695;10,74;0;688,46;736,56;0;48,099;48,099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56482;0,00684;0,56482;0,00684;0,99988;0,006406;0,03977;-0,0003977;0,00038378;-0,001899;-0,0005535;-0,0019386;0;0,035365;315,03;0;0;-251,83;63,199;-6,8178;-1,3828;2,5848;-5,7844E-05;-1,1517;-0,24876;0;56,183;0;0;0;0;0;-0,16658;56,016;56,016;-0,13664;-7,7799;0;0;48,099;48,099;
22.02. 11:00;0,04866;0,047349;11;0;668,47;731,86;0;63,39;63,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56479;0,00684;0,56479;0,00684;0,99983;0,006406;0,04866;-0,0004866;0,00046956;-0,0023381;-0,00067728;-0,0023405;0;0,043287;385,59;0;0;-308,24;77,355;-7,3729;-1,6772;3,0824;-7,1303E-05;-1,4277;-0,30881;0;69,651;0;0;0;0;0;-0,1977;69,453;69,453;-0,17938;-5,8839;0;0;63,39;63,39;
22.02. 12:00;0,05263;0,051216;11,19;0;668,74;738,9;0;70,161;70,161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56477;0,00684;0,56477;0,00684;0,99979;0,006406;0,05263;-0,0005263;0,00050787;-0,0025225;-0,00073258;-0,0025193;0;0,046837;417,22;0;0;-333,52;83,7;-7,5929;-1,8107;3,2737;-7,7303E-05;-1,5514;-0,33636;0;75,682;0;0;0;0;0;-0,21048;75,471;75,471;-0,19717;-5,1134;0;0;70,161;70,161;
22.02. 13:00;0,0496;0,048255;11,23;0;627,45;692,42;0;64,97;64,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56475;0,00684;0,56475;0,00684;0,99975;0,006406;0,0496;-0,000496;0,00047863;-0,0023693;-0,00069024;-0,0023795;0;0,044144;393,22;0;0;-314,34;78,887;-7,4403;-1,7255;3,0784;-7,2639E-05;-1,456;-0,31575;0;71,028;0;0;0;0;0;-0,20066;70,827;70,827;-0,18286;-5,6745;0;0;64,97;64,97;
22.02. 14:00;0,03993;0,038823;11,26;0;702,13;750,34;0;48,206;48,206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56472;0,00684;0,56472;0,00684;0,99971;0,006406;0,03993;-0,0003993;0,00038532;-0,0018973;-0,00055537;-0,0019365;0;0,035527;316,47;0;0;-252,98;63,489;-6,8612;-1,4194;2,4791;-5,7892E-05;-1,1538;-0,25236;0;56,281;0;0;0;0;0;-0,16677;56,115;56,115;-0,13725;-7,7719;0;0;48,206;48,206;
22.02. 15:00;0,02736;0,026588;10,83;0;731,9;760,36;0;28,456;28,456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5647;0,00684;0,5647;0,00684;0,99967;0,006406;0,02736;-0,0002736;0,00026402;-0,0012878;-0,00038038;-0,0013625;0;0,02432;216,64;0;0;-173,17;43,463;-5,8322;-1,0073;1,74;-3,9058E-05;-0,76726;-0,16781;0;37,428;0;0;0;0;0;-0,11739;37,311;37,311;-0,082917;-8,7715;0;0;28,456;28,456;
22.02. 16:00;0,01471;0,014292;10,13;0;788,25;799,8;0;11,554;11,554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56467;0,00684;0,56467;0,00684;0,99963;0,006406;0,01471;-0,0001471;0,00014195;-0,00067633;-0,00020448;-0,00078153;0;0,013043;116,18;0;0;-92,87;23,311;-4,3103;-0,5824;0,94208;-2,0453E-05;-0,3872;-0,078451;0;18,894;-0,064486;-0,00063331;0;0;0;-0,062182;18,767;18,767;-0,037616;-7,1673;-0,008;0;11,554;11,562;
22.02. 17:00;0,00227;0,0022473;10,98;0;748,05;747,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0,00227;-2,27E-05;2,1906E-05;-0,00010953;-3,2206E-05;-0,00010638;0;0,0020211;18,004;0;0;-14,392;3,6117;-1,4227;-0,078447;0,10526;-2,9E-06;-0,044316;-0,0092082;0;2,1623;-1,7499;0;0;0;0;-0,0032735;0,40914;0,40914;-0,00023363;-0,33914;-0,2639;0;-0,19414;0,069764;
22.02. 18:00;0;0;10,9;0;741,41;741,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 19:00;0;0;10,7;0;802,25;801,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 20:00;0;0;10,52;0;746,07;745,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 21:00;0;0;10,35;0;619,85;619,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 22:00;0;0;10,14;0;609,29;609,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
22.02. 23:00;0;0;10,04;0;581,59;581,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 00:00;0;0;8,97;0;579,53;579,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 01:00;0;0;7,8;0;518,15;517,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 02:00;0;0;6,62;0;552,21;551,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 03:00;0;0;6;0;601,37;601,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 04:00;0;0;5,35;0;586,77;586,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 05:00;0;0;4,88;0;559,75;559,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56465;0,00684;0,56465;0,00684;0,99958;0,006406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 06:00;0;0;4,41;0;735,35;735,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,31027;0,007011;0,31027;0,007011;0,75646;0,00657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 07:00;0,00077;0,0007623;4,32;0;1025,4;761,34;0;0;0;0;263,78;0;0;5,2755;0;4,748E+08;0;0;9,496E+06;0;4,748E+08;0;0;9,496E+06;0;0;0;0;0;0,45276;0,007011;0,45276;0,007011;0,75643;0,00657;0,00077;-7,7E-06;7,4306E-06;-3,7153E-05;-1,0925E-05;-3,6083E-05;0;0,00068557;6,107;0;0;-4,8818;1,2251;-1,2251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
23.02. 08:00;0,03405;0,03317;4,6;0;1030,8;806,72;0;17,216;39,942;22,726;241,28;0;0;5,2801;4,0906E+07;4,3431E+08;0;0;9,5043E+06;4,0906E+07;4,3431E+08;0;0;9,5043E+06;0;0;0;0;0;0,59032;0,007011;0,59032;0,007011;0,7564;0,00657;0,03405;-0,0003405;0,00032858;-0,0015174;-0,00047319;-0,0018546;0;0,030193;268,95;0;0;-214,98;53,968;-6,0695;-1,2529;3,2253;-5,0617E-05;-0,99743;-0,21893;0;48,655;0;0;0;0;0;-0,14757;48,507;48,507;-0,10987;-8,4554;0;0;39,942;39,942;
23.02. 09:00;0,08119;0,078366;4,99;0;616,21;732,72;0;116,51;116,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5903;0,007011;0,5903;0,007011;0,75637;0,00657;0,08119;-0,0008119;0,00078347;-0,0037431;-0,001114;-0,0042803;0;0,072024;641,58;0;0;-512,86;128,72;-7,9449;-3,0166;7,4853;-0,00012298;-2,5049;-0,64571;0;122,09;0;0;0;0;0;-0,28571;121,81;121,81;-0,33223;-4,9678;0;0;116,51;116,51;
23.02. 10:00;0,13457;0,12747;5,44;0;600,37;799,86;0;199,49;199,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59027;0,007011;0,59027;0,007011;0,75634;0,00657;0,13457;-0,0013457;0,0012986;-0,0062971;-0,0017977;-0,0070562;0;0,11937;1063,3;0;0;-850,02;213,33;-8,2865;-4,6992;11,461;-0,00020093;-4,2361;-1,3208;0;206,25;0;0;0;0;0;-0,32445;205,92;205,92;-0,60384;-5,826;0;0;199,49;199,49;
23.02. 11:00;0,16354;0,1548;5,8;0;542,47;787,28;0;244,81;244,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59025;0,007011;0,59025;0,007011;0,7563;0,00657;0,16354;-0,0016354;0,0015781;-0,007798;-0,0021823;-0,0082729;0;0,14523;1293,7;0;0;-1034,2;259,53;-8,1049;-5,5567;13,088;-0,00024464;-5,1791;-1,5484;0;252,23;0;0;0;0;0;-0,32745;251,9;251,9;-0,76965;-6,3201;0;0;244,81;244,81;
23.02. 12:00;0,1864;0,17433;6,1;0;495,6;775,88;0;280,28;280,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59023;0,007011;0,59023;0,007011;0,75627;0,00657;0,1864;-0,001864;0,0017987;-0,0087684;-0,002444;-0,0094572;0;0,16567;1475,7;0;0;-1179,7;296,05;-7,8381;-6,2448;14,122;-0,00027416;-5,9219;-2,066;0;288,11;0;0;0;0;0;-0,3405;287,77;287,77;-0,88651;-6,5937;0;0;280,28;280,28;
23.02. 13:00;0,17299;0,16315;6,24;0;480,42;739,68;0;259,26;259,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5902;0,007011;0,5902;0,007011;0,75624;0,00657;0,17299;-0,0017299;0,0016693;-0,0080789;-0,0022962;-0,0087289;0;0,15383;1370,3;0;0;-1095,3;274,9;-8,0535;-6,0525;13,212;-0,00025713;-5,4802;-1,6875;0;266,84;0;0;0;0;0;-0,3293;266,51;266,51;-0,80263;-6,4459;0;0;259,26;259,26;
23.02. 14:00;0,14544;0,13786;6,24;0;588,18;803,86;0;215,68;215,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59018;0,007011;0,59018;0,007011;0,75621;0,00657;0,14544;-0,0014544;0,0014035;-0,0067177;-0,0019448;-0,0074873;0;0,12924;1151,2;0;0;-920,27;230,97;-8,3325;-5,412;11,53;-0,00021696;-4,5752;-1,4961;0;222,69;0;0;0;0;0;-0,32863;222,36;222,36;-0,66402;-6,0141;0;0;215,68;215,68;
23.02. 15:00;0,10494;0,099971;5,98;0;618,41;770,84;0;152,43;152,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59015;0,007011;0,59015;0,007011;0,75618;0,00657;0,10494;-0,0010494;0,0010127;-0,0047625;-0,0014134;-0,00567;0;0,093057;828,94;0;0;-662,62;166,32;-8,3234;-4,2148;8,8542;-0,00015646;-3,2527;-1,0464;0;158,34;0;0;0;0;0;-0,31568;158,02;158,02;-0,44631;-5,1398;0;0;152,43;152,43;
23.02. 16:00;0,05318;0,051353;5,75;0;725,15;797,14;0;71,991;71,991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,59013;0,007011;0,59013;0,007011;0,75615;0,00657;0,05318;-0,0005318;0,00051318;-0,0023817;-0,00073015;-0,0030059;0;0,047044;419,06;0;0;-334,97;84,087;-7,1656;-2,268;4,7043;-7,9044E-05;-1,5872;-0,3952;0;77,375;0;0;0;0;0;-0,21366;77,162;77,162;-0,19632;-4,974;0;0;71,991;71,991;
23.02. 17:00;0,00493;0,0048807;5,28;0;748,53;750,38;0;1,8471;1,8471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5901;0,007011;0,5901;0,007011;0,75611;0,00657;0,00493;-4,93E-05;4,7575E-05;-0,00023787;-6,9947E-05;-0,00023102;0;0,0043894;39,1;0;0;-31,256;7,844;-2,278;-0,17138;0,37442;-6,8028E-06;-0,11538;-0,022611;0;5,631;-0,33883;0;0;0;0;-0,018394;5,2738;5,2738;-0,0069463;-3,3559;-0,0638;0;1,8471;1,9109;
